WKT,fid,ID,ELEV_MIN,ELEV_MAX
"MULTIPOLYGON (((-2.83652517077909 43.2304482275358,-2.8365141501914 43.2304566389241,-2.83651923614277 43.2304651844717,-2.83652511879283 43.2304676790313,-2.83653742461246 43.2304659262359,-2.83653814572333 43.2304652114922,-2.83654109421397 43.2304566774256,-2.83653746241671 43.230451780108,-2.83652517077909 43.2304482275358)))",1,0,-9.674147605896,-9
"MULTIPOLYGON (((-2.86077458276541 43.2341474384673,-2.86076558988819 43.2341516461979,-2.86076226021124 43.2341565209715,-2.86076064867698 43.2341601784585,-2.86076224055459 43.2341651549668,-2.86076411440495 43.2341687209513,-2.8607702860698 43.2341772667372,-2.86077451066145 43.2341791122299,-2.86078681024634 43.2341801217399,-2.86079636395962 43.2341772984721,-2.86079912439131 43.2341747343652,-2.86080198219145 43.2341687670337,-2.86080459602901 43.2341602319395,-2.86080010832899 43.2341516882045,-2.86079917832763 43.2341510370796,-2.86078688624326 43.234146734931,-2.86077458276541 43.2341474384673)),((-2.8605411950911 43.2339948346093,-2.86053210178095 43.2339976728401,-2.86052888393856 43.2339989157218,-2.86051656612395 43.2340059172266,-2.86051617612081 43.2340061916985,-2.86051123423675 43.2340147239477,-2.86050430855164 43.2340232537778,-2.86050422431721 43.2340234363678,-2.86050054595754 43.2340317874646,-2.86049937611082 43.2340403243129,-2.86050066666293 43.2340488641613,-2.8605041490165 43.2340564504311,-2.8605046121199 43.2340574072471,-2.86051168972335 43.2340659541518,-2.86051642041782 43.2340698047551,-2.8605236635327 43.2340745070256,-2.8605287056604 43.2340770919459,-2.86054099780423 43.2340813539152,-2.86054958650063 43.2340830769026,-2.86055329261411 43.2340844473514,-2.86056559141558 43.234085790535,-2.86057789798933 43.2340837245627,-2.86057922499968 43.2340831130272,-2.86059020707257 43.2340805573075,-2.86060252078643 43.2340753578662,-2.86060374151277 43.2340746046284,-2.86061484303632 43.2340664120924,-2.86061517958957 43.2340660802904,-2.86062173403073 43.2340575500014,-2.8606255200125 43.2340490163391,-2.86062676509361 43.2340404795813,-2.86062551706181 43.234031939786,-2.86062169098638 43.2340233968498,-2.86061511360696 43.2340148505613,-2.86061496124846 43.2340145432173,-2.86060982423381 43.2340063058418,-2.86060268888605 43.2340016059746,-2.86059419642151 43.2339977485243,-2.86059039927308 43.2339962388494,-2.86057810417512 43.2339932787341,-2.86056580501728 43.2339920999001,-2.86055350201959 43.2339926053803,-2.8605411950911 43.2339948346093)),((-2.83651287654535 43.2304456468106,-2.83650712133804 43.2304480905997,-2.8365005464447 43.2304564846346,-2.8365004437122 43.2304566193359,-2.83650054222488 43.2304580633103,-2.83650107676799 43.2304651585202,-2.83651004130352 43.2304737096113,-2.83651279787436 43.2304750806043,-2.83652509310287 43.2304772913364,-2.83653740106925 43.2304747359638,-2.83653871809777 43.2304737505896,-2.83654696754938 43.230465224097,-2.8365473728796 43.2304566863966,-2.8365399415954 43.2304481374992,-2.83653747671983 43.2304464279614,-2.83652518262962 43.2304437934703,-2.83651287654535 43.2304456468106),(-2.83652517077909 43.2304482275358,-2.8365141501914 43.2304566389241,-2.83651923614277 43.2304651844717,-2.83652511879283 43.2304676790313,-2.83653742461246 43.2304659262359,-2.83653814572333 43.2304652114922,-2.83654109421397 43.2304566774256,-2.83653746241671 43.230451780108,-2.83652517077909 43.2304482275358)))",2,1,-9,-8
"MULTIPOLYGON (((-2.86075003060673 43.2341247781966,-2.86074317717966 43.2341260040936,-2.86073772281118 43.2341273796648,-2.86072541068174 43.2341318837897,-2.860719675492 43.2341345137578,-2.86071309095938 43.2341397210617,-2.86070898346694 43.2341430390145,-2.86070400927729 43.2341515712326,-2.86070305341611 43.2341601083433,-2.86070526993874 43.2341686493168,-2.86070763793863 43.2341771904747,-2.86071299236292 43.2341830133053,-2.86071519731718 43.2341857379532,-2.86072527089651 43.2341932668277,-2.86072666322951 43.2341942901872,-2.86073755726656 43.2342000806853,-2.86074360265874 43.234202849083,-2.86074984729628 43.2342052884149,-2.860762140342 43.2342091723225,-2.86077240144684 43.2342114224099,-2.8607744360393 43.2342118921299,-2.86078673439587 43.2342134441541,-2.86079903596219 43.2342135862358,-2.86081134140461 43.2342120252039,-2.86081341983957 43.2342114723229,-2.86082365161429 43.234208369003,-2.86083369688478 43.234202958717,-2.86083596956139 43.2342013117737,-2.86084294236833 43.234194431689,-2.86084769351608 43.2341858991937,-2.86084831358023 43.2341827944592,-2.86084929935535 43.2341773628724,-2.86084905884739 43.2341688243053,-2.86084835032926 43.2341666428233,-2.86084657033507 43.2341602830037,-2.86084122318107 43.2341517382248,-2.86083609320924 43.234146971875,-2.86083216519367 43.2341431889315,-2.86082381171059 43.2341380172117,-2.86081780749983 43.2341346331898,-2.86081152344692 43.2341320366513,-2.86079923089079 43.2341279430688,-2.86079096178032 43.2341260622508,-2.86078693523799 43.2341252106385,-2.86077463644692 43.2341238572673,-2.8607623349567 43.2341236897129,-2.86075003060673 43.2341247781966),(-2.86077458276541 43.2341474384673,-2.86076558988819 43.2341516461979,-2.86076226021124 43.2341565209715,-2.86076064867698 43.2341601784585,-2.86076224055459 43.2341651549668,-2.86076411440495 43.2341687209513,-2.8607702860698 43.2341772667372,-2.86077451066145 43.2341791122299,-2.86078681024634 43.2341801217399,-2.86079636395962 43.2341772984721,-2.86079912439131 43.2341747343652,-2.86080198219145 43.2341687670337,-2.86080459602901 43.2341602319395,-2.86080010832899 43.2341516882045,-2.86079917832763 43.2341510370796,-2.86078688624326 43.234146734931,-2.86077458276541 43.2341474384673)),((-2.86051666765599 43.2339613985177,-2.86050714636869 43.2339634893142,-2.86050435951636 43.2339641609126,-2.86049204888747 43.2339680140964,-2.86048201871336 43.2339719969471,-2.8604797355738 43.2339730434795,-2.86046741889274 43.2339795479586,-2.86046575952147 43.2339805153917,-2.8604550978369 43.2339879686466,-2.8604536509873 43.2339890388971,-2.86044420015133 43.2339975656434,-2.86044277038017 43.2339991929564,-2.86043660570114 43.2340060946536,-2.86043343211599 43.2340146290567,-2.86043042210332 43.2340195386203,-2.86042806464823 43.2340231607832,-2.86042374840678 43.2340316937919,-2.86042041922355 43.2340402280048,-2.86041805518746 43.2340480475298,-2.86041781303441 43.2340487630998,-2.86041559063794 43.2340572986629,-2.86041361448369 43.2340658345264,-2.86041151102892 43.2340743702346,-2.86040887522867 43.2340829052932,-2.86040721000143 43.2340914415359,-2.86040564678908 43.2340947256787,-2.8604031032961 43.2340999747995,-2.86039803491048 43.2341085068894,-2.86039329754269 43.2341154821863,-2.86039231136728 43.2341170381795,-2.86038676724691 43.2341255696883,-2.86038162920404 43.2341341016924,-2.86038095023336 43.2341353865003,-2.86037741340149 43.2341426348218,-2.86037417762171 43.2341511691472,-2.86037202266085 43.2341597047916,-2.86037102810628 43.2341682418523,-2.86037096659038 43.2341767800518,-2.86037180938289 43.2341853193551,-2.86037396485406 43.2341938602604,-2.86037757890884 43.2342024029459,-2.8603807851485 43.2342077003317,-2.8603828594859 43.2342109476651,-2.86039014434169 43.23421949483,-2.86039305392365 43.2342222065775,-2.86040012813928 43.234228045288,-2.860405334387 43.2342315945772,-2.86041416614908 43.2342366006919,-2.86041762096488 43.2342383051194,-2.86042991190601 43.2342431048958,-2.86043730841754 43.2342451672011,-2.8604422062014 43.2342464355723,-2.86045450345545 43.2342484701469,-2.8604668034003 43.2342493256761,-2.86047910593112 43.2342490478035,-2.86049141112051 43.2342476043978,-2.86050224294243 43.2342452463997,-2.86050371912197 43.2342449278601,-2.8605160300839 43.2342409527898,-2.86052548362644 43.2342367364623,-2.86052834466293 43.2342353909089,-2.86054066284214 43.2342282492222,-2.86054070891944 43.2342282167492,-2.86055155774458 43.2342196916994,-2.86055298726896 43.2342183661887,-2.86056016096944 43.2342111639114,-2.86056532004269 43.2342048202915,-2.86056711006956 43.2342026341068,-2.86057282679126 43.2341941027998,-2.86057747675033 43.2341855701923,-2.86057766680145 43.2341851373469,-2.86058179847468 43.2341770371847,-2.860583853842 43.2341685014149,-2.86058816913906 43.2341599683992,-2.86059003318949 43.234156839586,-2.86059385527463 43.2341514370537,-2.86060177615894 43.2341429084311,-2.86060236791592 43.2341424279086,-2.86061222809815 43.2341343828918,-2.86061469196769 43.2341326974641,-2.86062349555017 43.2341258583452,-2.86062701532527 43.2341232699135,-2.86063364323148 43.2341173324332,-2.86063934325968 43.2341118321368,-2.86064188644035 43.2341088042004,-2.86064839898068 43.2341002738589,-2.86065168303367 43.2340951960306,-2.86065355615399 43.234091741866,-2.86065573705869 43.2340832062478,-2.86065930208155 43.2340746723154,-2.86066194007166 43.2340661372537,-2.86066367224371 43.2340576010887,-2.8606640796265 43.2340536173452,-2.86066453220874 43.2340490638613,-2.86066441893818 43.2340405254486,-2.8606641143582 43.2340383724683,-2.86066324827878 43.234031985748,-2.86066089801163 43.2340234446106,-2.86065719741049 43.2340149018284,-2.8606547767437 43.2340063606051,-2.86065189489608 43.2340022109093,-2.86064857413464 43.233997814775,-2.86064031059598 43.2339892664339,-2.86063962392414 43.2339886611013,-2.8606291315454 43.2339807145405,-2.86062734290856 43.2339795210044,-2.86061505648677 43.2339727546552,-2.86061367612479 43.2339721574356,-2.86060276627902 43.2339676505505,-2.86059047308005 43.2339638595981,-2.8605892339964 43.2339635893776,-2.86057817743005 43.2339611444972,-2.86056587953969 43.2339594125486,-2.86055357954896 43.2339586020972,-2.86054127757029 43.2339586636014,-2.8605289736537 43.2339595748853,-2.86051666765599 43.2339613985177),(-2.8605411950911 43.2339948346093,-2.86053210178095 43.2339976728401,-2.86052888393856 43.2339989157218,-2.86051656612395 43.2340059172266,-2.86051617612081 43.2340061916985,-2.86051123423675 43.2340147239477,-2.86050430855164 43.2340232537778,-2.86050422431721 43.2340234363678,-2.86050054595754 43.2340317874646,-2.86049937611082 43.2340403243129,-2.86050066666293 43.2340488641613,-2.8605041490165 43.2340564504311,-2.8605046121199 43.2340574072471,-2.86051168972335 43.2340659541518,-2.86051642041782 43.2340698047551,-2.8605236635327 43.2340745070256,-2.8605287056604 43.2340770919459,-2.86054099780423 43.2340813539152,-2.86054958650063 43.2340830769026,-2.86055329261411 43.2340844473514,-2.86056559141558 43.234085790535,-2.86057789798933 43.2340837245627,-2.86057922499968 43.2340831130272,-2.86059020707257 43.2340805573075,-2.86060252078643 43.2340753578662,-2.86060374151277 43.2340746046284,-2.86061484303632 43.2340664120924,-2.86061517958957 43.2340660802904,-2.86062173403073 43.2340575500014,-2.8606255200125 43.2340490163391,-2.86062676509361 43.2340404795813,-2.86062551706181 43.234031939786,-2.86062169098638 43.2340233968498,-2.86061511360696 43.2340148505613,-2.86061496124846 43.2340145432173,-2.86060982423381 43.2340063058418,-2.86060268888605 43.2340016059746,-2.86059419642151 43.2339977485243,-2.86059039927308 43.2339962388494,-2.86057810417512 43.2339932787341,-2.86056580501728 43.2339920999001,-2.86055350201959 43.2339926053803,-2.8605411950911 43.2339948346093)),((-2.83651289443764 43.2304389526217,-2.8365110952371 43.2304395579993,-2.83650058309892 43.2304427719302,-2.83649124653782 43.2304480679116,-2.83648825616507 43.2304524245168,-2.83648520554803 43.2304565975568,-2.83648428597418 43.230465134522,-2.83648804247302 43.2304736781707,-2.83648819888305 43.2304738526622,-2.83649833740666 43.2304822311642,-2.8365004746152 43.2304833567349,-2.83651276609289 43.2304869712425,-2.8365250665154 43.2304872394511,-2.83653737609357 43.2304840817092,-2.83654006510959 43.2304822907938,-2.83654970183991 43.2304748730085,-2.8365503754826 43.2304737672456,-2.83655322709814 43.2304652330403,-2.83655191483616 43.2304566928859,-2.83654975796948 43.2304538680747,-2.8365442942868 43.2304481437184,-2.83653748475591 43.230443420904,-2.8365255100865 43.2304395785984,-2.83652519453337 43.2304393394854,-2.83651289443764 43.2304389526217),(-2.83651287654535 43.2304456468106,-2.83650712133804 43.2304480905997,-2.8365005464447 43.2304564846346,-2.8365004437122 43.2304566193359,-2.83650054222488 43.2304580633103,-2.83650107676799 43.2304651585202,-2.83651004130352 43.2304737096113,-2.83651279787436 43.2304750806043,-2.83652509310287 43.2304772913364,-2.83653740106925 43.2304747359638,-2.83653871809777 43.2304737505896,-2.83654696754938 43.230465224097,-2.8365473728796 43.2304566863966,-2.8365399415954 43.2304481374992,-2.83653747671983 43.2304464279614,-2.83652518262962 43.2304437934703,-2.83651287654535 43.2304456468106)))",3,2,-8,-7
"MULTIPOLYGON (((-2.86046755320709 43.2339206758689,-2.86046715825684 43.2339207491734,-2.86045524049717 43.2339254439449,-2.86044727835163 43.2339292631993,-2.86044292740614 43.2339303781927,-2.86043061726811 43.233934017569,-2.86041972720452 43.2339377678622,-2.86041830566004 43.233938300415,-2.86040599240551 43.233943303858,-2.86039932553783 43.2339462812431,-2.86039367744921 43.2339490519353,-2.8603827267093 43.2339547992616,-2.86038136068367 43.2339555915273,-2.86036904189554 43.2339630158734,-2.86036855375476 43.2339633202385,-2.86035672078677 43.2339714552763,-2.86035616801728 43.2339718433953,-2.86034515078644 43.2339803682213,-2.86034439712323 43.2339810119932,-2.86033518616743 43.2339888943313,-2.86033207058042 43.2339918278272,-2.86032609971685 43.2339974215127,-2.86031974107998 43.2340039367533,-2.86031776738092 43.2340059496141,-2.86031381533218 43.2340144830634,-2.86030739818479 43.2340219079226,-2.86030643803431 43.23402301233,-2.86029952698003 43.2340315421656,-2.86029506079016 43.2340374679169,-2.86029309322802 43.2340400725836,-2.86028711446342 43.2340486035568,-2.86028271806657 43.2340553578248,-2.86028156367657 43.2340571350525,-2.86027640665353 43.2340656670288,-2.86027166390043 43.2340741995108,-2.86027036738051 43.234076729703,-2.86026730489678 43.2340827324614,-2.86026528642339 43.2340912682706,-2.86026155627199 43.234099801989,-2.86025826665541 43.2341083362454,-2.86025799142447 43.2341091573634,-2.86025542126631 43.2341168710444,-2.86025301203008 43.234125406376,-2.86025106321181 43.23413394227,-2.86024960183965 43.2341424787595,-2.86024862964518 43.2341510158465,-2.86024812208755 43.234159553501,-2.86024814984882 43.2341680918095,-2.86024834676737 43.2341766303247,-2.86024914010329 43.2341851695684,-2.86025052249564 43.2341937095317,-2.86025244853291 43.234202250159,-2.86025499577009 43.2342107915451,-2.86025774215919 43.2342182495407,-2.86025814319072 43.2342193336643,-2.86026195657116 43.2342278765969,-2.86026643527881 43.2342364203419,-2.86026998926657 43.2342422277377,-2.86027170521947 43.2342449650532,-2.86027774771946 43.2342535107079,-2.86028111169021 43.2342620530908,-2.86028224279429 43.2342633997532,-2.8602885377564 43.2342706004346,-2.86029451423163 43.2342767352183,-2.86029700128504 43.2342791490448,-2.8603066342101 43.2342876990824,-2.86030679079459 43.2342878289974,-2.86031771104005 43.2342962508821,-2.86031907121955 43.2342972337658,-2.86033053010985 43.2343048048078,-2.86033135464937 43.2343053244116,-2.86034364041655 43.2343123928935,-2.86034552642363 43.23431336139,-2.86035592825503 43.2343185554775,-2.86036355946968 43.2343219216769,-2.8603682178603 43.2343239452926,-2.86038050912096 43.2343286109379,-2.86038620695543 43.2343304875925,-2.86039279687281 43.2343348145252,-2.86040036035848 43.2343390431387,-2.86040508609776 43.2343403738177,-2.86041738135628 43.2343432904663,-2.86042967789611 43.2343456461694,-2.86044197556642 43.2343475068812,-2.86044316607482 43.2343476336398,-2.8604542743531 43.2343488786491,-2.8604665742121 43.2343497806576,-2.8604788751884 43.2343501930585,-2.86049117728862 43.2343501128272,-2.86050348060831 43.2343494979336,-2.86051578513751 43.2343483526141,-2.86052041093524 43.2343477278449,-2.86052809091173 43.2343466611481,-2.86054039796193 43.234344409816,-2.86055270690915 43.2343413260971,-2.86055940534568 43.2343392371069,-2.86056502232942 43.2343354026482,-2.86057092144231 43.2343307128688,-2.86057734146622 43.2343278478787,-2.86058764226364 43.2343221949723,-2.86058965920448 43.2343209053026,-2.86059912004665 43.2343136706846,-2.86060198365977 43.2343110145151,-2.86060744323784 43.2343051425521,-2.86061375379021 43.2342966119667,-2.86061432023309 43.2342958049273,-2.8606191652103 43.2342880802855,-2.86062421689642 43.2342795481657,-2.86062666762734 43.2342758442915,-2.86062968351888 43.2342710165513,-2.86063613244953 43.2342624861332,-2.86063901483827 43.2342559605646,-2.86063993805271 43.2342539524947,-2.86064966731046 43.2342454260718,-2.8606513432984 43.2342443028413,-2.86066366090628 43.2342374064075,-2.86066482247012 43.2342369062568,-2.86067597189007 43.234233416518,-2.8606882785313 43.2342313323283,-2.86070058136383 43.2342309199643,-2.86071288074856 43.2342320213995,-2.8607251771417 43.234234436701,-2.86073419074123 43.2342369907238,-2.86073747050823 43.2342381816005,-2.86074976007107 43.2342435977417,-2.86075409159297 43.234245553223,-2.86076204623282 43.234250508725,-2.86076863165496 43.2342541091945,-2.86077432238442 43.2342618181577,-2.86077508019544 43.234262655317,-2.86078660533539 43.2342701425125,-2.86078908299184 43.234271210632,-2.86079889307212 43.2342763656913,-2.8608111002592 43.2342797756966,-2.86081118715061 43.2342798034421,-2.86082348550705 43.234281361937,-2.86083578871086 43.2342807904292,-2.86084073913575 43.2342798117539,-2.86084809576057 43.234278528511,-2.86086040661688 43.2342745930065,-2.8608672851876 43.2342713057677,-2.86087272186293 43.2342687271333,-2.86088185425598 43.2342627852112,-2.86088504750743 43.2342582887855,-2.86088752244454 43.2342542538295,-2.86089670529606 43.2342457267211,-2.8608973796293 43.23424500071,-2.86090335330933 43.23423719653,-2.86090821654817 43.2342286641685,-2.8609097271461 43.2342249410462,-2.86091151403725 43.2342201299032,-2.86091339478552 43.2342115939152,-2.86091388869423 43.2342030562412,-2.8609129835312 43.2341945168661,-2.86091055315673 43.2341859756367,-2.8609098191013 43.2341845078319,-2.8609067382378 43.2341774327238,-2.8609041921008 43.2341688913535,-2.86089757125891 43.2341607475473,-2.86089727480705 43.2341603446681,-2.86088804978307 43.2341517951761,-2.86088529381286 43.2341500060688,-2.86087586653308 43.2341432420859,-2.86087301061109 43.2341417966443,-2.86086072349259 43.2341353102733,-2.86085962397475 43.2341346840572,-2.86084843350414 43.2341300864304,-2.86083867262478 43.2341261202983,-2.86083614249471 43.234125312198,-2.86082385002783 43.2341211792658,-2.86081263415024 43.2341175503464,-2.8608115571682 43.2341172196378,-2.86079926376346 43.2341135002101,-2.86078696988216 43.2341099907971,-2.86078289164817 43.234108975881,-2.86077467610413 43.234106436641,-2.86076238228267 43.2341029021853,-2.86075355097309 43.2341004018969,-2.8607500892157 43.234099036981,-2.86073779850031 43.2340941397317,-2.86073282413067 43.2340918383919,-2.86072633187755 43.2340832922135,-2.86072552296504 43.2340825773665,-2.86071776078369 43.2340747435038,-2.86071325633079 43.2340671087101,-2.86071278882188 43.2340661991756,-2.86070964930797 43.2340576570783,-2.86070740611508 43.2340491160722,-2.86070548455317 43.2340405754578,-2.86070347709352 43.2340320347387,-2.86070105376441 43.234023513825,-2.86070104830169 43.2340234935065,-2.86069813175486 43.2340149516803,-2.86069636249901 43.2340064112511,-2.86069201377441 43.2339978676808,-2.86068882168927 43.2339928812312,-2.86068652426645 43.2339893227211,-2.86067975655178 43.2339807762044,-2.86067655516176 43.2339773776672,-2.86067143353041 43.2339722277932,-2.86066427916763 43.2339660320524,-2.86066131186395 43.2339636771906,-2.86065199780861 43.2339570430649,-2.86064896470844 43.2339551238763,-2.86063971280351 43.2339496557733,-2.86063369218463 43.2339465669969,-2.8606274250644 43.2339434695118,-2.86061513506698 43.2339382752443,-2.86061437910032 43.2339380051924,-2.86060284327838 43.2339338677599,-2.8605905497364 43.2339302302625,-2.86058722285802 43.233929433827,-2.8605782597611 43.233925028835,-2.86056753918027 43.233920871563,-2.86056596812964 43.2339205547564,-2.86055367054421 43.2339186927977,-2.86054137166443 43.2339173988075,-2.86052907150411 43.2339166665709,-2.86051677026464 43.2339164076421,-2.86050446783764 43.233916669412,-2.86049216419988 43.2339174619238,-2.86047985932778 43.2339187953753,-2.86046755320709 43.2339206758689),(-2.86075003060673 43.2341247781966,-2.86074317717966 43.2341260040936,-2.86073772281118 43.2341273796648,-2.86072541068174 43.2341318837897,-2.860719675492 43.2341345137578,-2.86071309095938 43.2341397210617,-2.86070898346694 43.2341430390145,-2.86070400927729 43.2341515712326,-2.86070305341611 43.2341601083433,-2.86070526993874 43.2341686493168,-2.86070763793863 43.2341771904747,-2.86071299236292 43.2341830133053,-2.86071519731718 43.2341857379532,-2.86072527089651 43.2341932668277,-2.86072666322951 43.2341942901872,-2.86073755726656 43.2342000806853,-2.86074360265874 43.234202849083,-2.86074984729628 43.2342052884149,-2.860762140342 43.2342091723225,-2.86077240144684 43.2342114224099,-2.8607744360393 43.2342118921299,-2.86078673439587 43.2342134441541,-2.86079903596219 43.2342135862358,-2.86081134140461 43.2342120252039,-2.86081341983957 43.2342114723229,-2.86082365161429 43.234208369003,-2.86083369688478 43.234202958717,-2.86083596956139 43.2342013117737,-2.86084294236833 43.234194431689,-2.86084769351608 43.2341858991937,-2.86084831358023 43.2341827944592,-2.86084929935535 43.2341773628724,-2.86084905884739 43.2341688243053,-2.86084835032926 43.2341666428233,-2.86084657033507 43.2341602830037,-2.86084122318107 43.2341517382248,-2.86083609320924 43.234146971875,-2.86083216519367 43.2341431889315,-2.86082381171059 43.2341380172117,-2.86081780749983 43.2341346331898,-2.86081152344692 43.2341320366513,-2.86079923089079 43.2341279430688,-2.86079096178032 43.2341260622508,-2.86078693523799 43.2341252106385,-2.86077463644692 43.2341238572673,-2.8607623349567 43.2341236897129,-2.86075003060673 43.2341247781966),(-2.86051666765599 43.2339613985177,-2.86050714636869 43.2339634893142,-2.86050435951636 43.2339641609126,-2.86049204888747 43.2339680140964,-2.86048201871336 43.2339719969471,-2.8604797355738 43.2339730434795,-2.86046741889274 43.2339795479586,-2.86046575952147 43.2339805153917,-2.8604550978369 43.2339879686466,-2.8604536509873 43.2339890388971,-2.86044420015133 43.2339975656434,-2.86044277038017 43.2339991929564,-2.86043660570114 43.2340060946536,-2.86043343211599 43.2340146290567,-2.86043042210332 43.2340195386203,-2.86042806464823 43.2340231607832,-2.86042374840678 43.2340316937919,-2.86042041922355 43.2340402280048,-2.86041805518746 43.2340480475298,-2.86041781303441 43.2340487630998,-2.86041559063794 43.2340572986629,-2.86041361448369 43.2340658345264,-2.86041151102892 43.2340743702346,-2.86040887522867 43.2340829052932,-2.86040721000143 43.2340914415359,-2.86040564678908 43.2340947256787,-2.8604031032961 43.2340999747995,-2.86039803491048 43.2341085068894,-2.86039329754269 43.2341154821863,-2.86039231136728 43.2341170381795,-2.86038676724691 43.2341255696883,-2.86038162920404 43.2341341016924,-2.86038095023336 43.2341353865003,-2.86037741340149 43.2341426348218,-2.86037417762171 43.2341511691472,-2.86037202266085 43.2341597047916,-2.86037102810628 43.2341682418523,-2.86037096659038 43.2341767800518,-2.86037180938289 43.2341853193551,-2.86037396485406 43.2341938602604,-2.86037757890884 43.2342024029459,-2.8603807851485 43.2342077003317,-2.8603828594859 43.2342109476651,-2.86039014434169 43.23421949483,-2.86039305392365 43.2342222065775,-2.86040012813928 43.234228045288,-2.860405334387 43.2342315945772,-2.86041416614908 43.2342366006919,-2.86041762096488 43.2342383051194,-2.86042991190601 43.2342431048958,-2.86043730841754 43.2342451672011,-2.8604422062014 43.2342464355723,-2.86045450345545 43.2342484701469,-2.8604668034003 43.2342493256761,-2.86047910593112 43.2342490478035,-2.86049141112051 43.2342476043978,-2.86050224294243 43.2342452463997,-2.86050371912197 43.2342449278601,-2.8605160300839 43.2342409527898,-2.86052548362644 43.2342367364623,-2.86052834466293 43.2342353909089,-2.86054066284214 43.2342282492222,-2.86054070891944 43.2342282167492,-2.86055155774458 43.2342196916994,-2.86055298726896 43.2342183661887,-2.86056016096944 43.2342111639114,-2.86056532004269 43.2342048202915,-2.86056711006956 43.2342026341068,-2.86057282679126 43.2341941027998,-2.86057747675033 43.2341855701923,-2.86057766680145 43.2341851373469,-2.86058179847468 43.2341770371847,-2.860583853842 43.2341685014149,-2.86058816913906 43.2341599683992,-2.86059003318949 43.234156839586,-2.86059385527463 43.2341514370537,-2.86060177615894 43.2341429084311,-2.86060236791592 43.2341424279086,-2.86061222809815 43.2341343828918,-2.86061469196769 43.2341326974641,-2.86062349555017 43.2341258583452,-2.86062701532527 43.2341232699135,-2.86063364323148 43.2341173324332,-2.86063934325968 43.2341118321368,-2.86064188644035 43.2341088042004,-2.86064839898068 43.2341002738589,-2.86065168303367 43.2340951960306,-2.86065355615399 43.234091741866,-2.86065573705869 43.2340832062478,-2.86065930208155 43.2340746723154,-2.86066194007166 43.2340661372537,-2.86066367224371 43.2340576010887,-2.8606640796265 43.2340536173452,-2.86066453220874 43.2340490638613,-2.86066441893818 43.2340405254486,-2.8606641143582 43.2340383724683,-2.86066324827878 43.234031985748,-2.86066089801163 43.2340234446106,-2.86065719741049 43.2340149018284,-2.8606547767437 43.2340063606051,-2.86065189489608 43.2340022109093,-2.86064857413464 43.233997814775,-2.86064031059598 43.2339892664339,-2.86063962392414 43.2339886611013,-2.8606291315454 43.2339807145405,-2.86062734290856 43.2339795210044,-2.86061505648677 43.2339727546552,-2.86061367612479 43.2339721574356,-2.86060276627902 43.2339676505505,-2.86059047308005 43.2339638595981,-2.8605892339964 43.2339635893776,-2.86057817743005 43.2339611444972,-2.86056587953969 43.2339594125486,-2.86055357954896 43.2339586020972,-2.86054127757029 43.2339586636014,-2.8605289736537 43.2339595748853,-2.86051666765599 43.2339613985177)),((-2.8365006161308 43.2304304143657,-2.83649747685575 43.230431000257,-2.83648829992119 43.2304360561439,-2.83648394138684 43.2304395191908,-2.83647597533851 43.2304448290514,-2.83647174354577 43.230448040035,-2.83646605141869 43.230456570178,-2.83646422154899 43.2304651058417,-2.83646540817809 43.2304736458175,-2.83647005586707 43.2304821907407,-2.83647586020685 43.2304878944292,-2.83647960709932 43.2304907426728,-2.83648814132045 43.2304953857402,-2.8365004325812 43.2304990820395,-2.83650264009838 43.2304993138725,-2.83651273028883 43.2305003668745,-2.8365240564161 43.2304993444779,-2.83652503435045 43.2304992744596,-2.83653734463954 43.2304958516042,-2.83654536469837 43.2304908366454,-2.83654966675017 43.2304880043578,-2.83655412141358 43.2304823108771,-2.83655794629925 43.2304737780621,-2.83655831998136 43.2304652403165,-2.8365553983489 43.2304566978628,-2.83654977010511 43.230449326649,-2.83654864697819 43.2304481499374,-2.83653749279199 43.2304404138465,-2.83653493167097 43.2304395920611,-2.8365252135394 43.230432228065,-2.83652002665451 43.2304310324831,-2.8365129188211 43.2304298298344,-2.8365006161308 43.2304304143657),(-2.83651289443764 43.2304389526217,-2.8365110952371 43.2304395579993,-2.83650058309892 43.2304427719302,-2.83649124653782 43.2304480679116,-2.83648825616507 43.2304524245168,-2.83648520554803 43.2304565975568,-2.83648428597418 43.230465134522,-2.83648804247302 43.2304736781707,-2.83648819888305 43.2304738526622,-2.83649833740666 43.2304822311642,-2.8365004746152 43.2304833567349,-2.83651276609289 43.2304869712425,-2.8365250665154 43.2304872394511,-2.83653737609357 43.2304840817092,-2.83654006510959 43.2304822907938,-2.83654970183991 43.2304748730085,-2.8365503754826 43.2304737672456,-2.83655322709814 43.2304652330403,-2.83655191483616 43.2304566928859,-2.83654975796948 43.2304538680747,-2.8365442942868 43.2304481437184,-2.83653748475591 43.230443420904,-2.8365255100865 43.2304395785984,-2.83652519453337 43.2304393394854,-2.83651289443764 43.2304389526217)))",4,3,-7,-6
